"ABCIndicator","AdditionalDeviceData","Assembly","AssetLocation","AssetRoom","BasicSchedulingType","BusinessArea","ControllingArea","ControllingObjectClass","CreatedByUser","Equipment","EquipmentName","FunctionalArea","FunctionalLocation","LastChangeDateTime","LatestAcceptableCompletionDate","LocAcctAssgmtWBSElmntIntID","MainWorkCenter","MainWorkCenterInternalID","MainWorkCenterPlant","MainWorkCenterTypeCode","MaintObjectFreeDefinedAttrib","MaintObjectLocAcctAssgmtNmbr","MaintOrdBasicEndDate","MaintOrdBasicEndDateTime","MaintOrdBasicEndTime","MaintOrdBasicStartDate","MaintOrdBasicStartDateTime","MaintOrdBasicStartTime","MaintOrdPersonResponsible","MaintOrdProcessPhaseCode","MaintOrdProcessSubPhaseCode","MaintOrdSchedldBscEndDateTime","MaintOrdSchedldBscStrtDateTime","MaintOrderReferenceDate","MaintOrderReferenceDateTime","MaintOrderReferenceTime","MaintOrderRoutingNumber","MaintPriority","MaintPriorityType","MaintenanceActivityType","MaintenanceNotification","MaintenanceObjectList","MaintenanceOrder","MaintenanceOrderDesc","MaintenanceOrderInternalID","MaintenanceOrderPlanningCode","MaintenanceOrderType","MaintenancePlannerGroup","MaintenancePlanningPlant","MaintenancePlant","MaintenanceRevision","OperationSystemCondition","OrdIsNotSchedldAutomatically","OrderProcessingGroup","PlantSection","ProfitCenter","ReferenceElement","ResponsibleCostCenter","ScheduledBasicEndDate","ScheduledBasicEndTime","ScheduledBasicStartDate","ScheduledBasicStartTime","SerialNumber","SuperiorProjectNetwork","TechObjIsEquipOrFuncnlLoc","TechnicalObject","TechnicalObjectLabel","WBSElementInternalID","WorkCenter","WorkCenterInternalID","WorkCenterTypeCode"
"","","","","","4","","USEA","OC","WHCHIAM","","","","","2019-08-01T02:55:47.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017239","2019-08-01","2019-08-01T04:00:00.000Z","04:00:00","2019-07-31","2019-07-31T04:00:00.000Z","04:00:00","","","","2019-07-31T04:00:00.000Z","2019-07-31T04:00:00.000Z","2019-08-01","2019-08-01T03:59:59.000Z","03:59:59","1000000472","","PM","003","10000545",2578,"200068","Codex Demo 4","OR000000200068","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-07-31","04:00:00","2019-07-31","04:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","SCCHONG","","","","","2019-09-12T16:49:34.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017246","2019-09-13","2019-09-13T04:00:00.000Z","04:00:00","2019-08-01","2019-08-01T04:00:00.000Z","04:00:00","","","","2019-09-12T12:00:00.000Z","2019-08-01T04:00:00.000Z","2019-08-02","2019-08-02T03:59:59.000Z","03:59:59","1000000473","4","PM","003","10000546",2579,"200069","Default Work Order Vanilla CSC","OR000000200069","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-09-12","12:00:00","2019-08-01","04:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","SCCHONG","","","","EM-00-01","2019-09-13T07:24:29.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017248","2019-08-02","2019-08-02T04:00:00.000Z","04:00:00","2019-08-01","2019-08-01T04:00:00.000Z","04:00:00","","","","2019-08-01T04:00:00.000Z","2019-08-01T04:00:00.000Z","2019-08-02","2019-08-02T03:59:59.000Z","03:59:59","1000000474","4","PM","003","10000547",2580,"200070","Test Demo SCI","OR000000200070","1","SCI1","001","1001","1001","","","","0","","USEAPROF","","CONT-REG-2","2019-08-01","04:00:00","2019-08-01","04:00:00","","","EAMS_FL","EM-00-01","EM-00-01","0","","0",""
"","","","","","4","","USEA","OC","SCCHONG","","","","","2019-08-01T08:24:23.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017250","2019-08-02","2019-08-02T04:00:00.000Z","04:00:00","2019-08-01","2019-08-01T04:00:00.000Z","04:00:00","","","","2019-08-01T04:00:00.000Z","2019-08-01T04:00:00.000Z","2019-08-02","2019-08-02T03:59:59.000Z","03:59:59","1000000475","4","PM","003","10000548",2581,"200071","Default Work Order Vanilla CSC","OR000000200071","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-01","04:00:00","2019-08-01","04:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","SCCHONG","","","","","2019-08-01T08:34:13.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017252","2019-08-02","2019-08-02T04:00:00.000Z","04:00:00","2019-08-01","2019-08-01T04:00:00.000Z","04:00:00","","","","2019-08-01T04:00:00.000Z","2019-08-01T04:00:00.000Z","2019-08-02","2019-08-02T03:59:59.000Z","03:59:59","1000000476","4","PM","003","10000549",2582,"200072","Default Work Order Vanilla CSC","OR000000200072","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-01","04:00:00","2019-08-01","04:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","SCCHONG","","","","","2019-08-01T08:51:27.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017254","2019-08-02","2019-08-02T04:00:00.000Z","04:00:00","2019-08-01","2019-08-01T04:00:00.000Z","04:00:00","","","","2019-08-01T04:00:00.000Z","2019-08-01T04:00:00.000Z","2019-08-02","2019-08-02T03:59:59.000Z","03:59:59","1000000477","4","PM","003","10000550",2583,"200073","Test Demo SCI Sprint 4","OR000000200073","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-01","04:00:00","2019-08-01","04:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-01T09:02:39.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017256","2019-08-02","2019-08-02T04:00:00.000Z","04:00:00","2019-08-01","2019-08-01T04:00:00.000Z","04:00:00","","","","2019-08-01T04:00:00.000Z","2019-08-01T04:00:00.000Z","2019-08-02","2019-08-02T03:59:59.000Z","03:59:59","1000000478","","PM","003","10000551",2584,"200074","Codex Testing FL","OR000000200074","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-01","04:00:00","2019-08-01","04:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-01T14:42:18.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017258","2019-08-02","2019-08-02T04:00:00.000Z","04:00:00","2019-08-01","2019-08-01T04:00:00.000Z","04:00:00","","","","2019-08-01T04:00:00.000Z","2019-08-01T04:00:00.000Z","2019-08-01","2019-08-01T14:42:14.000Z","14:42:14","1000000479","","PM","003","10000552",2585,"200075","Codex Sprint 4 Demo","OR000000200075","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-01","04:00:00","2019-08-01","04:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-06T03:01:10.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017260","2019-08-06","2019-08-06T04:00:00.000Z","04:00:00","2019-08-05","2019-08-05T04:00:00.000Z","04:00:00","","","","2019-08-05T12:00:00.000Z","2019-08-05T12:00:00.000Z","2019-08-06","2019-08-06T03:59:59.000Z","03:59:59","1000000480","","PM","003","10000553",2586,"200076","Codex Sprint 4 Demo","OR000000200076","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-05","12:00:00","2019-08-05","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-01T14:52:49.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017262","2019-08-02","2019-08-02T04:00:00.000Z","04:00:00","2019-08-01","2019-08-01T04:00:00.000Z","04:00:00","","","","2019-08-01T04:00:00.000Z","2019-08-01T04:00:00.000Z","2019-08-01","2019-08-01T14:52:45.000Z","14:52:45","1000000481","","PM","003","10000554",2587,"200077","Codex Sprint 4 Demo","OR000000200077","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-01","04:00:00","2019-08-01","04:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-02T09:43:50.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017264","2019-08-03","2019-08-03T04:00:00.000Z","04:00:00","2019-08-02","2019-08-02T04:00:00.000Z","04:00:00","","","","2019-08-02T04:00:00.000Z","2019-08-02T04:00:00.000Z","2019-08-02","2019-08-02T09:07:23.000Z","09:07:23","1000000482","","PM","003","10000555",2588,"200078","Codex Sprint 4 Demo","OR000000200078","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-02","04:00:00","2019-08-02","04:00:00","","","","","","0","","0",""
"","","","","","1","","USEA","OC","JLEE","","","","","2019-08-06T07:02:38.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017266","2019-08-09","2019-08-09T04:00:00.000Z","04:00:00","2019-08-06","2019-08-06T04:00:00.000Z","04:00:00","","","","2019-08-08T12:00:00.000Z","2019-08-06T12:00:00.000Z","2019-08-07","2019-08-07T03:59:59.000Z","03:59:59","1000000483","","PM","003","10000556",2589,"200079","DO NOT USE FOR YOUR TESTING","OR000000200079","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-08","12:00:00","2019-08-06","12:00:00","","","","","","0","","0",""
"","","","","","5","","USEA","OC","JLEE","","","","","2019-08-07T07:22:46.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017268","2019-08-05","2019-08-05T12:00:00.000Z","12:00:00","2019-08-05","2019-08-05T12:00:00.000Z","12:00:00","","","","2019-08-05T12:00:00.000Z","2019-08-05T12:00:00.000Z","2019-08-05","2019-08-05T12:00:00.000Z","12:00:00","1000000484","","PM","003","10000557",2590,"200080","Test data for FL & Stella","OR000000200080","1","SCI1","001","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-05","12:00:00","2019-08-05","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-20T01:53:11.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017272","2019-08-20","2019-08-20T04:00:00.000Z","04:00:00","2019-08-19","2019-08-19T04:00:00.000Z","04:00:00","","","","2019-08-19T12:00:00.000Z","2019-08-19T12:00:00.000Z","2019-08-20","2019-08-20T01:53:07.000Z","01:53:07","1000000486","","PM","003","10000559",2592,"200081","Codex Testing FL","OR000000200081","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-19","12:00:00","2019-08-19","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-07T09:20:13.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017274","2019-08-08","2019-08-08T04:00:00.000Z","04:00:00","2019-08-07","2019-08-07T04:00:00.000Z","04:00:00","","","","2019-08-07T12:00:00.000Z","2019-08-07T12:00:00.000Z","2019-08-08","2019-08-08T03:59:59.000Z","03:59:59","1000000487","","PM","003","10000560",2593,"200082","Codex Testing FL","OR000000200082","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-07","12:00:00","2019-08-07","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-08T06:13:58.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017283","2019-08-08","2019-08-08T04:00:00.000Z","04:00:00","2019-08-07","2019-08-07T04:00:00.000Z","04:00:00","","","","2019-08-07T12:00:00.000Z","2019-08-07T12:00:00.000Z","2019-08-08","2019-08-08T03:59:59.000Z","03:59:59","1000000488","","PM","003","10000568",2597,"200083","Codex Testing FL","OR000000200083","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-07","12:00:00","2019-08-07","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-09T03:51:15.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017285","2019-08-09","2019-08-09T04:00:00.000Z","04:00:00","2019-08-08","2019-08-08T04:00:00.000Z","04:00:00","","","","2019-08-08T12:00:00.000Z","2019-08-08T12:00:00.000Z","2019-08-09","2019-08-09T03:59:59.000Z","03:59:59","1000000489","","PM","003","10000569",2598,"200084","Codex Testing FL 2","OR000000200084","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-08","12:00:00","2019-08-08","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-09T07:41:19.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017295","2019-08-10","2019-08-10T04:00:00.000Z","04:00:00","2019-08-09","2019-08-09T04:00:00.000Z","04:00:00","","","","2019-08-09T12:00:00.000Z","2019-08-09T12:00:00.000Z","2019-08-10","2019-08-10T03:59:59.000Z","03:59:59","1000000492","","PM","003","10000574",2601,"200085","Codex Testing FL","OR000000200085","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-09","12:00:00","2019-08-09","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-21T03:23:55.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017334","2019-08-21","2019-08-21T04:00:00.000Z","04:00:00","2019-08-20","2019-08-20T04:00:00.000Z","04:00:00","","","","2019-08-20T12:00:00.000Z","2019-08-20T12:00:00.000Z","2019-08-21","2019-08-21T03:59:59.000Z","03:59:59","1000000494","","PM","003","10000577",2606,"200086","Codex Testing FL","OR000000200086","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-20","12:00:00","2019-08-20","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-26T06:29:32.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017386","2019-08-27","2019-08-27T04:00:00.000Z","04:00:00","2019-08-26","2019-08-26T04:00:00.000Z","04:00:00","","","","2019-08-26T12:00:00.000Z","2019-08-26T12:00:00.000Z","2019-08-27","2019-08-27T03:59:59.000Z","03:59:59","1000000500","","PM","003","10000589",2612,"200087","Codex Testing FL","OR000000200087","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-26","12:00:00","2019-08-26","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-26T07:09:34.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017388","2019-08-27","2019-08-27T04:00:00.000Z","04:00:00","2019-08-26","2019-08-26T04:00:00.000Z","04:00:00","","","","2019-08-26T12:00:00.000Z","2019-08-26T12:00:00.000Z","2019-08-27","2019-08-27T03:59:59.000Z","03:59:59","1000000501","","PM","003","10000590",2613,"200088","Codex Testing FL","OR000000200088","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-26","12:00:00","2019-08-26","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-30T08:07:04.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017446","2019-08-30","2019-08-30T04:00:00.000Z","04:00:00","2019-08-29","2019-08-29T04:00:00.000Z","04:00:00","","","","2019-08-29T12:00:00.000Z","2019-08-29T12:00:00.000Z","2019-08-30","2019-08-30T03:59:59.000Z","03:59:59","1000000506","","PM","003","10000595",2618,"200089","Codex Testing FL","OR000000200089","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-29","12:00:00","2019-08-29","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-29T07:36:31.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017468","2019-08-30","2019-08-30T04:00:00.000Z","04:00:00","2019-08-29","2019-08-29T04:00:00.000Z","04:00:00","","","","2019-08-29T12:00:00.000Z","2019-08-29T12:00:00.000Z","2019-08-30","2019-08-30T03:59:59.000Z","03:59:59","1000000507","","PM","003","10000598",2619,"200090","Codex Testing FL","OR000000200090","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-29","12:00:00","2019-08-29","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-29T07:39:55.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017470","2019-08-30","2019-08-30T04:00:00.000Z","04:00:00","2019-08-29","2019-08-29T04:00:00.000Z","04:00:00","","","","2019-08-29T12:00:00.000Z","2019-08-29T12:00:00.000Z","2019-08-30","2019-08-30T03:59:59.000Z","03:59:59","1000000508","","PM","003","10000599",2620,"200091","Codex Testing FL","OR000000200091","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-29","12:00:00","2019-08-29","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-30T01:10:34.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017474","2019-08-30","2019-08-30T04:00:00.000Z","04:00:00","2019-08-29","2019-08-29T04:00:00.000Z","04:00:00","","","","2019-08-29T12:00:00.000Z","2019-08-29T12:00:00.000Z","2019-08-30","2019-08-30T03:59:59.000Z","03:59:59","1000000509","","PM","003","10000601",2621,"200092","Codex Testing FL","OR000000200092","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-29","12:00:00","2019-08-29","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-30T01:14:01.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017476","2019-08-30","2019-08-30T04:00:00.000Z","04:00:00","2019-08-29","2019-08-29T04:00:00.000Z","04:00:00","","","","2019-08-29T12:00:00.000Z","2019-08-29T12:00:00.000Z","2019-08-30","2019-08-30T03:59:59.000Z","03:59:59","1000000510","","PM","003","10000602",2622,"200093","Codex Testing FL","OR000000200093","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-29","12:00:00","2019-08-29","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-30T02:48:06.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017478","2019-08-30","2019-08-30T04:00:00.000Z","04:00:00","2019-08-29","2019-08-29T04:00:00.000Z","04:00:00","","","","2019-08-29T12:00:00.000Z","2019-08-29T12:00:00.000Z","2019-08-30","2019-08-30T03:59:59.000Z","03:59:59","1000000511","","PM","003","10000603",2623,"200094","Codex Testing FL","OR000000200094","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-29","12:00:00","2019-08-29","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-30T07:10:04.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017480","2019-08-31","2019-08-31T04:00:00.000Z","04:00:00","2019-08-30","2019-08-30T04:00:00.000Z","04:00:00","","","","2019-08-30T12:00:00.000Z","2019-08-30T12:00:00.000Z","2019-08-31","2019-08-31T03:59:59.000Z","03:59:59","1000000512","","PM","003","10000604",2624,"200095","Codex Testing FL","OR000000200095","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-30","12:00:00","2019-08-30","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-30T07:19:52.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017482","2019-08-31","2019-08-31T04:00:00.000Z","04:00:00","2019-08-30","2019-08-30T04:00:00.000Z","04:00:00","","","","2019-08-30T12:00:00.000Z","2019-08-30T12:00:00.000Z","2019-08-31","2019-08-31T03:59:59.000Z","03:59:59","1000000513","","PM","003","10000605",2625,"200096","Codex Testing FL","OR000000200096","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-30","12:00:00","2019-08-30","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-08-30T07:46:23.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017484","2019-08-31","2019-08-31T04:00:00.000Z","04:00:00","2019-08-30","2019-08-30T04:00:00.000Z","04:00:00","","","","2019-08-30T12:00:00.000Z","2019-08-30T12:00:00.000Z","2019-08-31","2019-08-31T03:59:59.000Z","03:59:59","1000000514","","PM","003","10000606",2626,"200097","Codex Testing FL","OR000000200097","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-08-30","12:00:00","2019-08-30","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2020-06-23T13:49:00.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017490","2020-06-03","2020-06-03T04:00:00.000Z","04:00:00","2020-06-02","2020-06-02T04:00:00.000Z","04:00:00","","","","2020-06-02T06:00:00.000Z","2020-06-02T04:00:00.000Z","2020-06-03","2020-06-03T03:59:59.000Z","03:59:59","1000000515","","PM","003","10000608",2627,"200098","Codex Testing FL","OR000000200098","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2020-06-02","06:00:00","2020-06-02","04:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-09-06T03:42:17.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017533","2019-09-06","2019-09-06T04:00:00.000Z","04:00:00","2019-09-05","2019-09-05T04:00:00.000Z","04:00:00","","","","2019-09-05T12:00:00.000Z","2019-09-05T12:00:00.000Z","2019-09-06","2019-09-06T03:59:59.000Z","03:59:59","1000000518","","PM","003","10000618",2630,"200099","Codex Testing FL","OR000000200099","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-09-05","12:00:00","2019-09-05","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-09-06T08:31:36.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017539","2019-09-07","2019-09-07T04:00:00.000Z","04:00:00","2019-09-06","2019-09-06T04:00:00.000Z","04:00:00","","","","2019-09-06T12:00:00.000Z","2019-09-06T12:00:00.000Z","2019-09-07","2019-09-07T03:59:59.000Z","03:59:59","1000000520","","PM","003","10000622",2632,"200100","Codex Testing FL","OR000000200100","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-09-06","12:00:00","2019-09-06","12:00:00","","","","","","0","","0",""
"","","","","","4","","USEA","OC","FTEE","","","","","2019-09-06T08:01:02.000Z",,"0","TEST_CDX","10000402","1001","A","","000000017541","2019-09-07","2019-09-07T04:00:00.000Z","04:00:00","2019-09-06","2019-09-06T04:00:00.000Z","04:00:00","","","","2019-09-06T12:00:00.000Z","2019-09-06T12:00:00.000Z","2019-09-07","2019-09-07T03:59:59.000Z","03:59:59","1000000521","","PM","003","10000623",2633,"200101","Codex Testing FL","OR000000200101","1","SCI1","","1001","","","","","0","","USEAPROF","","CONT-REG-2","2019-09-06","12:00:00","2019-09-06","12:00:00","","","","","","0","","0",""
"","","","","","5","0001","USEA","OC","JLEE","10000042","Switchgear SW8623 C21 UG","","CESD-C21-UG-06","2019-09-10T08:28:03.000Z",,"0","EDOHR101","10000325","1001","A","","000000017553","2019-09-30","2019-09-30T13:00:00.000Z","13:00:00","2019-09-30","2019-09-30T13:00:00.000Z","13:00:00","","","","2019-09-30T13:00:00.000Z","2019-09-30T13:00:00.000Z","2019-09-30","2019-09-30T13:00:00.000Z","13:00:00","1000000527","3","PM","003","10000629",2639,"200102","Switchgear repair","OR000000200102","1","SCI1","001","1001","1001","","","","0","","USEAPROF","","OPS-REG-1","2019-09-30","13:00:00","2019-09-30","13:00:00","","","EAMS_EQUI","000000000010000042","10000042","0","","0",""
